Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
JPA MEB;CDMA;PB;JOÃO PESSOA;#N/DISP Erro:504, Erro:504 Erro:504;Antonio Eugenio Pereira;32005435.0;TIM;202210;202210JPA MEB
JPA MSH;CDMA;PB;JOÃO PESSOA;#N/DISP Erro:504, Erro:504 Erro:504;;0.0;Embratel;202210;202210JPA MSH
JPA PMX;CDMA;PB;JOÃO PESSOA;R POE MANOEL XUDU, SN VALENTINA DE FIGUEIREDO;;0.0;TIM;202210;202210JPA PMX
JPA RMA;CDMA;PB;JOÃO PESSOA;AV GOV FLAVIO RIBEIRO COUTINHO, 16 MANAIRA;;0.0;Embratel;202210;202210JPA RMA
JPA TF;CDMA;PB;JOÃO PESSOA;AV PRESIDENTE EPITACIO PESSOA, 5000 ESTADOS;;0.0;Embratel;202210;202210JPA TF
JPA VE;CDMA;PB;JOÃO PESSOA;R QUINTINO BOCAIUVA, S/N CENTRO;Sergio Cruz Pereira;92029187.0;Embratel;202210;202210JPA VE
JPA VH;CDMA;PB;JOÃO PESSOA;AV PRES FELIX ANTONIO, 344 CRUZ DAS ARMAS;Antonio Eugenio Pereira;32005435.0;Embratel;202210;202210JPA VH
JPA VK;CDMA;PB;JOÃO PESSOA;R MAJOR CIRAULO, S/N MANAIRA;Ronaldo Belo de Souza;92026804.0;Embratel;202210;202210JPA VK
JPA VR;CDMA;PB;JOÃO PESSOA;R MAL ESPERIDIAO ROSAS, 418 EXPEDICIONARIOS;Antonio Eugenio Pereira;32005435.0;Embratel;202210;202210JPA VR
JPA VS;CDMA;PB;JOÃO PESSOA;AV PAULINO PINTO, S/N TAMBAU;Antonio Eugenio Pereira;32005435.0;Embratel;202210;202210JPA VS
JPA VX;CDMA;PB;JOÃO PESSOA;AV ALMIRANTE BARROSO, 77 CENTRO;Antonio Eugenio Pereira;32005435.0;Embratel;202210;202210JPA VX
JQO KB;CDMA;AL;JUNQUEIRO;ROD BR 101, KM 185 HUMILDES DE FEIRA DE SANTANA;Noaldo Campos Souza;92049200.0;Embratel;202210;202210JQO KB
KJA BR;CDMA;PB;CALDAS BRADÃO;#N/DISP Erro:504, Erro:504 Erro:504;;0.0;Embratel;202210;202210KJA BR
LIO BV;CDMA;PE;LIMOEIRO;FAZ BAIXA VERDE, S/N ALTO DO URUBU;;0.0;Embratel;202210;202210LIO BV
LJE BR;CDMA;RN;LAJES;Erro:504 Erro:504, Erro:504 Erro:504;Ricardo Bezerra Silva;92279287.0;Embratel;202210;202210LJE BR
LJE MC;CDMA;RN;LAJES - MANIÇOBA;ROD BR-304, KM205 ZONA RURAL;Ricardo Bezerra Silva;92279287.0;Embratel;202210;202210LJE MC
LNT PCL;CDMA;CE;L DO NORTE;R SINDULFO CHAVES, 1913 CENTRO;;0.0;Embratel;202210;202210LNT PCL
MABW KB;CDMA;AL;MARABÁ;ROD BR-101, KM 233 ZONA RURAL;;0.0;Embratel;202210;202210MABW KB
MCO 0VP;CDMA;AL;MACEIÓ;AV PROF VITAL BARBOSA, SN PONTA VERDE;;0.0;TIM;202210;202210MCO 0VP
MCO AEP;CDMA;AL;RIO LARGO;ROD BR-104, KM 91 TABULEIRO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;INFRAERO;202210;202210MCO AEP
MCO AMO;CDMA;AL;MACEIÓ;R DEP. ARMANDO MOREIRA SOARES, S/N ANTARES;;0.0;TIM;202210;202210MCO AMO
MCO APL;CDMA;AL;MACEIÓ;R DOUTOR ABELARDO PONTES LIMA, 42 GRUTA DE LOURDES;;0.0;Embratel;202210;202210MCO APL
MCO MMM;CDMA;AL;MACEIÓ;R MARECHAL MASCARENHAS DE MORAES, 153 CRUZ DAS ALMAS;;0.0;American Tower do Brasil C.I. Ltda;202210;202210MCO MMM
MCO PAN;CDMA;AL;MACEIÓ;R PRESIDENTE AGOSTINHO DA SILVA NEVES, 1125 POCO;;0.0;Embratel;202210;202210MCO PAN
MCO PAT;CDMA;AL;MACEIÓ;AV MENINO MARCELO, 3800- Shopping Patio Maceió TABULEIRO DOS MARTINS;;0.0;Shopping;202210;202210MCO PAT
MCO VE;CDMA;AL;MACEIÓ;AV HUMBERTO MENDES, 126 POCO;;0.0;Embratel;202210;202210MCO VE
MCO VN;CDMA;AL;MACEIÓ;R JARDIM MANGUABA, S/N FEITOSA;Noaldo Campos Souza;92049200.0;Embratel;202210;202210MCO VN
MCO VP;CDMA;AL;MACEIÓ;R SEN BERNARDO MENDONCA, 148 BEBEDOURO;;0.0;Embratel;202210;202210MCO VP
MCO VQ;CDMA;AL;MACEIÓ;R ELISIO DE CARVALHO, 127 PAJUCARA;;0.0;Embratel;202210;202210MCO VQ
MCO VY;CDMA;AL;MACEIÓ;R JOAO BEDA MAIA GOMES, S/N PONTA GROSSA;;0.0;Embratel;202210;202210MCO VY
MCO WE;CDMA;AL;MACEIÓ;R PRES GETULIO VARGAS, 77 BARRO DURO;;0.0;T4U Tower Management;202210;202210MCO WE
MCO WH;CDMA;AL;MACEIÓ;R SAMUEL LISBOA, S/N TRAPICHE DA BARRA;MAXUEL DA COSTA VIEIRA;93269412.0;Embratel;202210;202210MCO WH
MCW CA;CDMA;CE;MARACANAÚ;AV GEN OSÓRIO DE PAIVA, 8003 CANINDEZINHO;;0.0;Embratel;202210;202210MCW CA
MCW EB;CDMA;CE;MARACANAÚ;AV CINCO, 1000 CONJUNTO JEREISSATI I;;0.0;Embratel;202210;202210MCW EB
MCW ER;CDMA;CE;MARACANAÚ;ROD CE-060, KM 15 PAJUCARA;;0.0;Embratel;202210;202210MCW ER
MCW JA;CDMA;CE;MARACANAÚ;Erro:504 Erro:504, Erro:504 Erro:504;;0.0;Embratel;202210;202210MCW JA
MCW MS;CDMA;CE;MARACANAÚ;AV MENDEL STEIIBRUCH, 3182 PAJUCARA;;0.0;Embratel;202210;202210MCW MS
MEN MP;CDMA;PE;MORENO;ROD BR 232, KM 42 MORENO;;0.0;Embratel;202210;202210MEN MP
MGS SZP;CDMA;CE;MILAGRES;R SOUZA PRESA, 56 CENTRO;;0.0;Embratel;202210;202210MGS SZP
MRO VE;CDMA;RN;MOSSORO;R FREIRINHO, 1078 PLANALTO TREZE DE MAIO;Daniel Cruz Pereira;92278831.0;T4U;202210;202210MRO VE
MURE PJE;CDMA;PB;MATUREIA;MRO PICO DO JABRE, S/N ZONA RURAL;;0.0;Embratel;202210;202210MURE PJE
MUTB SI;CDMA;CE;QUIXERAMOBIM;Rod CE-060, S/N Rural;;;Embratel;202210;202210MUTB SI
JPA BG;CDMA;PB;JOÃO PESSOA;R ESTEVAO GERSON CARNEIRO DA CUNHA, 145 JOSE AMERICO DE ALMEIDA;;0.0;Indefinido;202210;202210JPA BG
NTL BO;CDMA;RN;NATAL;Erro:504 Erro:504, Erro:504 Erro:504;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL BO
NTL BVM;CDMA;RN;NATAL;R HENRIQUE DIAS, SN IGAPO;Ronaldo Rodrigues da Cruz;93275423.0;ATC;202210;202210NTL BVM
NTL GS;CDMA;RN;NATAL;R MINAS GERAIS, 247 ESTADOS;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL GS
NTL JPG;CDMA;RN;NATAL;R JACUPIRANGA, S/N LAGOA AZUL;Ronaldo Rodrigues da Cruz;93275423.0;ATC;202210;202210NTL JPG
NTL LN;CDMA;RN;NATAL;R CARLOS CHAGAS, 2466 CANDELARIA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL LN
NTL LNA;CDMA;RN;NATAL;AV SENADOR SALGADO FILHO, 1773 LAGOA NOVA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL LNA
NTL MT;CDMA;RN;NATAL;R DA TORRE, S/N TIROL;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL MT
NTL PNG;CDMA;RN;NATAL;R ELIA BARROS, 30 PONTA NEGRA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL PNG
NTL VA;CDMA;RN;NATAL;R PRAIA DE MURIU, 9188 PONTA NEGRA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL VA
NTL VD;CDMA;RN;NATAL;R PRES WASHINGTON LUIZ, 571 PITIMBU;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL VD
NTL VP;CDMA;RN;NATAL;AV RIO BRANCO, 195 CENTRO;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL VP
NTL XM;CDMA;RN;NATAL;R SEG WANDERLEI, 1164 ALECRIM;;0.0;Embratel;202210;202210NTL XM
NTL ZNE;CDMA;RN;NATAL;Erro:504 Erro:504, Erro:504 Erro:504;;0.0;Embratel;202210;202210NTL ZNE
OLD HM;CDMA;PE;OLINDA;AV HAMURABI, 96 PASSARINHO;;0.0;OI;202210;202210OLD HM
OLD JR;CDMA;PE;OLINDA;R CINCO, 287 RIO DOCE;;0.0;T4U;202210;202210OLD JR
OLD PM;CDMA;PE;OLINDA;PC DO MIRANTE, S/N OURO PRETO;;0.0;DETELPE;202210;202210OLD PM
OLD RT;CDMA;PE;OLINDA;R OSCAR CARNEIRO, 256 JARDIM BRASIL;;0.0;TIM;202210;202210OLD RT
OLD VE;CDMA;PE;OLINDA;AV RUI BARBOSA, 765 JARDIM ATLANTICO;;0.0;Embratel;202210;202210OLD VE
OLD VK;CDMA;PE;OLINDA;R HUMBERTO DE LIMA MENDES, 518 CASA CAIADA;;0.0;Embratel;202210;202210OLD VK
OLD VP;CDMA;PE;OLINDA;R DO BONSUCESSO, 1084 BONSUCESSO;;0.0;Embratel;202210;202210OLD VP
CBD PHC;CDMA;PB;CABEDELO;RUA JOÃO VITALIANO, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210CBD PHC
CGE FP;CDMA;PB;CAMPINA GRANDE;AV MARECHAL FLORIANO PEIXOTO, 410 CENTRO;;0.0;COMPARTILHADO;202210;202210CGE FP
POS RB;CDMA;PB;PATOS;RUA ESC RUI BARBOSA, 151 CENTRO;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210POS RB
JPA TR;CDMA;PB;JOÃO PESSOA;RUA DAS TRINCHEIRAS, 398 CENTRO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210JPA TR
PCZ AE;CDMA;PI;Picos/Pi;AV DIAMETRAL, S/N AEROLANDIA;Ivonei Moura Andrade;93269842.0;Embratel;202210;202210PCZ AE
ACV MM;CDMA;PE;ARCOVERDE;RUA DR. MARIO MELO, S/N SÃO MIGUEL;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210ACV MM
BEZ FM;CDMA;PE;BEZERROS;RUA FRANCISCA DE MORAES LEMOS, S/N CENTRO;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210BEZ FM
BJM CS;CDMA;PE;BELO JARDIM;RUA PRESIDENTE COSTA E SILVA, LT 8 AIRTON MACIEL;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210BJM CS
BONM AA;CDMA;PE;SÃO JOSÉ DO BELMONTE;RUA ANTONIO ALVES DE ARAUJO, S/N BOM NOME;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210BONM AA
RCE VK;CDMA;PE;RECIFE;AVENIDA VINTE DE JANEIRO, 559 BOA VIAGEM;Fábio Luiz Aquino de Almeida;32019652.0;COMPARTILHADO;202210;202210RCE VK
RCE BV;CDMA;PE;RECIFE;RUA MARIA CAROLINA, 422 BOA VIAGEM;Gilberto Jose De Oliveira;32001265.0;COMPARTILHADO;202210;202210RCE BV
CBO EB0;CDMA;PE;CABO DE SANTO AGOSTINHO;RUA JOSÉ LINO DE LIMA, 90 TORRINHA;Jadielson Santos Silva;92042404.0;CLARO;202210;202210CBO EB0
CHD SI;CDMA;PE;CHÃ GRANDE;ROD BR-232, KM69 ZONA RURAL;;0.0;Embratel;202210;202210CHD SI
CRU VD;CDMA;PE;CARUARU;R JOSE MARQUES FONTES, S/N KENNEDY;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210CRU VD
CRU CJV;CDMA;PE;CARUARU;RUA CAP. JOÃO VELHO, 184 NOSSA SRA DAS DORES;Antonio Batista da Silva Filho;92041106.0;COMPARTILHADO;202210;202210CRU CJV
CUD JV;CDMA;PE;CUSTÓDIA;AVENIDA JOÃO VERÍSSIMO, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210CUD JV
EAA E03;CDMA;PE;ESCADA;RUA CÂNDIDO DIAS, 35 CENTRO;Jadielson Santos Silva;92042404.0;CLARO;202210;202210EAA E03
EAA BJ;CDMA;PE;ESCADA;RUA JOÃO PEREIRA DE SOUZA, S/N CENTRO;Jadielson Santos Silva;92042404.0;COMPARTILHADO;202210;202210EAA BJ
RCE AM;CDMA;PE;RECIFE;AV GOVERNADOR AGAMENON MAGALHAES, 1114 GRACAS;Clayton Alves Borges;32001270.0;COMPARTILHADO;202210;202210RCE AM
GOI MM;CDMA;PE;GOIANA;LOTEAMENTO LUIS CARLOS DE MENDONÇA, S/N NOVA GOIANA;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210GOI MM
JBO PRA;CDMA;PE;JABOATÃO DOS GUARARAPES;AVENIDA BARRETO DE MENEZES, S/N GUARARAPES;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210JBO PRA
JBO BR;CDMA;PE;JABOATÃO DOS GUARARAPES;RUA PROJETADA, S/N SANTO ALEIXO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210JBO BR
RCE KQ;CDMA;PE;RECIFE;RUA DO BOM PASTOR, S/N IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210RCE KQ
RCE VL;CDMA;PE;RECIFE;RUA RUA CARLOS DE OLIVEIRA FILHO, S/N PRADO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210RCE VL
RCE DVI;CDMA;PE;JABOATÃO;R DIVISOPOLIS, 286 DOIS UNIDOS;Marden Soares da Silva;92338045.0;CLARO;202210;202210RCE DVI
OLD VR;CDMA;PE;OLINDA;RUA WALDEMAR PAULINO DOS SANTOS, 735 A VARADOURO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210OLD VR
PQE MJ;CDMA;PE;PESQUEIRA;RUA CAP MANOEL DE JOSE DE SIQUEIRA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PQE MJ
PTA MA;CDMA;PE;PETROLINA;AVENIDA MONSENHOR ANGELO SAMPAIO, 696 VILA EDUARDO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PTA MA
MNRU KB;CDMA;PE;PETROLINA;RODOVIA BR 122, S/N ZONA RURAL;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210MNRU KB
VERM KB;CDMA;PE;SANTA MARIA DA BOA VISTA;SERRA SERROTE DA PINTADA, S/N ZONA RURAL;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210VERM KB
SIB KB;CDMA;PE;SANTA MARIA DA BOA VISTA;RODOVIA BR 428, S/N CENTRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210SIB KB
ORO;CDMA;PE;OROCÓ;RODOVIA BR 122, KM 51, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210ORO
CABROBO;CDMA;PE;CABROBÓ;RODOVIA BR 116, KM 67, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210CABROBO
PTA PL;CDMA;PE;PETROLINA;R PACIFICO DA LUZ, 517 CENTRO;Ciro Pires Bastos;93269164.0;Embratel;202210;202210PTA PL
NPTR;CDMA;PE;PETROLÂNDIA;RUA MACHADO DE ASSIS, S/N ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210NPTR
ABU CX;CDMA;PE;PAULISTA;AV INGO HENRING, S/N CAETES II;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210ABU CX
SGI BR;CDMA;PE;SALGUEIRO;RUA PROF MANOEL LEITE, S/N CENTRO;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210SGI BR
LAGD VM;CDMA;PE;SANTA MARIA DA BOA VISTA;MORRO SERROTE DA PINTADA, S/N ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210LAGD VM
PFO TB;CDMA;PB;PEDRAS DE FOGO;FAZ GRAMANE DE BULHOES, S/N TAMBE;;0.0;Embratel;202210;202210PFO TB
PFR RI;CDMA;RN;PAU DOS FERROS;R INDEPENDENCIA, 1483 CENTRO;Daniel Cruz Pereira;92278831.0;Embratel;202210;202210PFR RI
CRA MC;CDMA;PI;CAMPO MAIOR;RODOVIA BR 343, S/N CAIXA D'AGUA;Jonatas Rego da Silva;92282177.0;CLARO;202210;202210CRA MC
PIP BC;CDMA;PI;Piripiri/Pi;ROD BR 222, KM 70 BOMFIM COMPRIDO;Jonatas Rego da Silva;92282177.0;Embratel;202210;202210PIP BC
PIP NSR;CDMA;PI;Piripiri/Pi;R NS SRA DOS REMEDIOS, 290 CENTRO;;0.0;Embratel;202210;202210PIP NSR
TSA UI;CDMA;PI;TERESINA;AVENIDA DOUTOR ANTÔNIO PEREIRA MARTINS, S/N ALTO ALEGRE;Claudio Gomes de Oliveira;32006478.0;CLARO;202210;202210TSA UI
TSA FBS;CDMA;PI;TERESINA;RUA SEIS, S/N VALE QUEM TEM;Claudio Gomes de Oliveira;32006478.0;CLARO;202210;202210TSA FBS
TSA VT;CDMA;PI;TERESINA;RUA DAVID CALDAS, 532 CENTRO;Claudio Gomes de Oliveira;32006478.0;COMPARTILHADO;202210;202210TSA VT
TSA AN;CDMA;PI;TERESINA;RUA ARLINDO NOGUEIRA, 57 MACAÚBA;Laureny Rodrigues de Carvalho;93269844.0;COMPARTILHADO;202210;202210TSA AN
TSA VH;CDMA;PI;TERESINA;RUA DOUTORA ALAÍDE MARQUES, 2409 PLANALTO;Laureny Rodrigues de Carvalho;93269844.0;COMPARTILHADO;202210;202210TSA VH
TSA VG;CDMA;PI;TERESINA;RUA GOIÁS, 818 PICARRA;Laureny Rodrigues de Carvalho;93269844.0;COMPARTILHADO;202210;202210TSA VG
PJS GRI;CDMA;CE;PACAJUS;R GUARANI, 427 CENTRO;;0.0;Embratel;202210;202210PJS GRI
PLR BR;CDMA;AL;PILAR;ROD BR-316-KM 326, S/N ZONA RURAL;;0.0;Embratel;202210;202210PLR BR
PLS JL;CDMA;PE;PALMARES;R JOSE LAGRECA, S/N SANTO ONOFRE;;0.0;OI;202210;202210PLS JL
PNA AC;CDMA;PI;Parnaíba;R ALBERTO CORREIAS, 504 Centro;FRANCISCO AURELIO BARRETO DINIZ;92886260.0;Embratel;202210;202210PNA AC
PNA ANG;CDMA;PI;Parnaíba;R ANHANGUERA, 1521 SAO FRANCISCO DA GUARITA;;0.0;Embratel;202210;202210PNA ANG
PND JMO;CDMA;AL;PENEDO;R JOAQUIM MAZONE, LT.17 CENTRO;;0.0;Embratel;202210;202210PND JMO
PORG MRP;CDMA;PE;IPOJUCA;LOT MEREPE CINCO, S/N MEREPE;;0.0;OI;202210;202210PORG MRP
PTA PSU;CDMA;PE;Pontal Sul;R PROJETADA, S/N PONTAL SUL I;;0.0;Celpe;202210;202210PTA PSU
PTA VG;CDMA;PE;PETROLINA;ROD BR 407, S/N JARDIM SAO PAULO;;0.0;CLARO;202210;202210PTA VG
PTA Vs;CDMA;PE;PETROLINA;R PIRPIRITUBA, 16 CENTRO;;0.0;Embratel;202210;202210PTA Vs
PUB RBR;CDMA;CE;PACATUBA;ROD BR-116, KM 18 VILA ISA;;0.0;Embratel;202210;202210PUB RBR
PUI 285;CDMA;PE;PAULISTA;R 91, S/N MARANGUAPE I;;0.0;TIM;202210;202210PUI 285
PUI CH;CDMA;PE;PAULISTA;AV JOAO PAULO II, S/N MIRUEIRA;;0.0;CHESF;202210;202210PUI CH
PUI VE;CDMA;PE;PAULISTA;R JOAO PEREIRA DE OLIVEIRA, 318 JANGA;;0.0;T4U;202210;202210PUI VE
PUI VP;CDMA;PE;PAULISTA;R BERTOPOLIS, S/N NOSSA SENHORA DO O;;0.0;T4U;202210;202210PUI VP
PWM AE;CDMA;RN;PARNAMIRIM;AER AEROPORTO AUGUSTO SEVERO, S/N PARNAMIRIM;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210PWM AE
PWM DIP;CDMA;RN;PARNAMIRIM;AV FRANCISCO TOMAZ DE VASCONCELOS, S/N BOA ESPERANCA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210PWM DIP
QUS QM;CDMA;PB;QUAIMADAS;ROD PB-408, S/N QUEIMADAS;;0.0;Embratel;202210;202210QUS QM
RCE 3QN;CDMA;PE;RECIFE;R OURO VERDE, 49 ZONA RURAL;;0.0;CLARO;202210;202210RCE 3QN
RCE ACA;CDMA;PE;RECIFE;AV CONS AGUIAR, 69 BOA VIAGEM;;0.0;Embratel;202210;202210RCE ACA
RCE AFG;CDMA;PE;RECIFE;R JOSELANDIA, 342 AFOGADOS;;0.0;TIM;202210;202210RCE AFG
RCE AFI;CDMA;PE;RECIFE;R CORONEL URBANO RIBEIRO DE SENA, 51 AGUA FRIA;;0.0;Embratel;202210;202210RCE AFI
RCE AGP;CDMA;PE;RECIFE;R GEN POLIDORO, 325 A VARZEA;HERBERTH M MARTINS MEDEIROS;93059320.0;Embratel;202210;202210RCE AGP
RCE ALF;CDMA;PE;RECIFE;R ALFREDO FERNANDES, 275 CASA FORTE;;0.0;Embratel;202210;202210RCE ALF
RCE ARP;CDMA;PE;RECIFE;Erro:504 Erro:504, Erro:504 Erro:504;HERBERTH M MARTINS MEDEIROS;93059320.0;Embratel;202210;202210RCE ARP
RCE BGI;CDMA;PE;RECIFE;AV ENGENHEIRO ABDIAS DE CARVALHO, 1840 PRADO;;0.0;Embratel;202210;202210RCE BGI
RCE EBL;CDMA;PE;RECIFE;EST DE BELEM, 721 CAMPO GRANDE;HERBERTH M MARTINS MEDEIROS;93059320.0;Embratel;202210;202210RCE EBL
RCE EC;CDMA;PE;RECIFE;R PADRE CARAPUCEIRO, 733 BOA VIAGEM;HERBERTH M MARTINS MEDEIROS;93059320.0;Embratel;202210;202210RCE EC
RCE EM;CDMA;PE;RECIFE;R 7 DE SETEMBRO, 105 BOA VISTA;;0.0;Embratel;202210;202210RCE EM
RCE FCU;CDMA;PE;RECIFE;R FRANCISCO UCHOA, 50 AFOGADOS;;0.0;Embratel;202210;202210RCE FCU
RCE GH;CDMA;PE;RECIFE;R GARANHUNS, S/N JORDAO;;0.0;Embratel;202210;202210RCE GH
RCE HZ;CDMA;PE;RECIFE;R DNA ROSA DA FONSECA, 12 CASA AMARELA;;0.0;Embratel;202210;202210RCE HZ
RCE IMB;CDMA;PE;RECIFE;AV MARECHAL MASCARENHAS DE MORAIS, 2809 IMBIRIBEIRA;;0.0;Embratel;202210;202210RCE IMB
RCE JI;CDMA;PE;RECIFE;TV TRAVESSA SIRIJI, 36 ALTO DO MANDU;;0.0;Embratel;202210;202210RCE JI
RCE LP;CDMA;PE;RECIFE;AV IBURA, S/N IBURA;;0.0;Embratel;202210;202210RCE LP
RCE QE;CDMA;PE;RECIFE;R IMP DOM PEDRO II, S/N SANTO ANTONIO;;0.0;Embratel;202210;202210RCE QE
RCE QV;CDMA;PE;RECIFE;R DIAS COELHO, 107 ESPINHEIRO;;0.0;Embratel;202210;202210RCE QV
RCE QZ;CDMA;PE;RECIFE;TV CB EUTROPIO, 62 ILHA JOANA BEZERRA;;0.0;Embratel;202210;202210RCE QZ
RCE RCD;CDMA;PE;RECIFE;R CHARLES DARWIN, 168 BOA VIAGEM;;0.0;Embratel;202210;202210RCE RCD
RCE RPM;CDMA;PE;RECIFE;R PALMEIRA, 100 BARRO;;0.0;T4U;202210;202210RCE RPM
RCE RPP;CDMA;PE;RECIFE;R PASSOS DA PATRIA, 347 SAO JOSE;;0.0;Embratel;202210;202210RCE RPP
RCE VD;CDMA;PE;RECIFE;R PADRE BERNARDINO PESSOA, 148 BOA VIAGEM;;0.0;Embratel;202210;202210RCE VD
RCE VF;CDMA;PE;RECIFE;R ESBERARD, 243 CAMPO GRANDE;;0.0;Embratel;202210;202210RCE VF
RCE VG;CDMA;PE;RECIFE;AV NORTE, 3476 MANGABEIRA;;0.0;Embratel;202210;202210RCE VG
RCE VH;CDMA;PE;RECIFE;R ALMEIDA CUNHA, 336 SANTO AMARO;;0.0;Embratel;202210;202210RCE VH
RCE VOC;CDMA;PE;RECIFE;AV VEREADOR OTACILIO AZEVEDO, 4620 NOVA DESCOBERTA;;0.0;Embratel;202210;202210RCE VOC
RCE VR;CDMA;PE;RECIFE;R ALVORADA, S/N IPSEP;;0.0;Embratel;202210;202210RCE VR
RCE VT;CDMA;PE;RECIFE;R MADRE DE DEUS, 27 RECIFE;;0.0;Embratel;202210;202210RCE VT
RCE WS;CDMA;PE;RECIFE;R TOTA VENTURA, S/N TORROES;;0.0;T4U;202210;202210RCE WS
RCE ZA;CDMA;PE;RECIFE;R VILA TEIMOSA, 218 PINA;;0.0;Embratel;202210;202210RCE ZA
RCE ZP;CDMA;PE;RECIFE;R BELARMINO CARNEIRO, 140 MADALENA;;0.0;Embratel;202210;202210RCE ZP
PLHS BR;CDMA;RN;AÇU;RODOVIA BR 304, S/N ZONA RURAL;Ricardo Bezerra Silva;92279287.0;COMPARTILHADO;202210;202210PLHS BR
NTL VR;CDMA;RN;NATAL;R DOS PAJEUS, 1831 ALECRIM;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL VR
ANO BR;CDMA;RN;ANGICOS;RODOVIA 304, S/N FERNANDO PEDROZA;Ricardo Bezerra Silva;92279287.0;COMPARTILHADO;202210;202210ANO BR
CIC ML;CDMA;RN;CAICÓ;AVENIDA CORONEL MARTINIANO, 1051 PENEDO;Daniel Cruz Pereira;92278831.0;CLARO;202210;202210CIC ML
CRB SB;CDMA;RN;CARAÚBAS;ESTRADA CARAÚBAS MIRANDA KM 07, S/N ZONA RURAL;Daniel Cruz Pereira;92278831.0;COMPARTILHADO;202210;202210CRB SB
MCU AOS;CDMA;RN;MACAU;Erro:504 Erro:504, Erro:504 Erro:504;Ricardo Bezerra Silva;92279287.0;Embratel;202210;202210MCU AOS
MRO VS;CDMA;RN;MOSSORÓ;AVENIDA CUNHA DA MOTA, S/N ALTO DA CONCEIÇÃO;Ricardo Bezerra Silva;92279287.0;CLARO;202210;202210MRO VS
MRO V1;CDMA;RN;MOSSORÓ;AVENIDA PRESIDENTE DUTRA, S/N ALTO DE SÃO MANOEL;Daniel Cruz Pereira;92278831.0;CLARO;202210;202210MRO V1
MRO DR;CDMA;RN;MOSSORÓ;AVENIDA DIX-SEPT ROSADO, 56 CENTRO;Daniel Cruz Pereira;92278831.0;COMPARTILHADO;202210;202210MRO DR
MTN CA;CDMA;RN;MARTINS;RUA PROJETADA, S/N AREA RURAL;Daniel Cruz Pereira;92278831.0;COMPARTILHADO;202210;202210MTN CA
PFR MA;CDMA;RN;PAU DOS FERROS;RUA MANOEL ALEXANDRE, 643 ZONA RURAL;Daniel Cruz Pereira;92278831.0;COMPARTILHADO;202210;202210PFR MA
NTL GO;CDMA;RN;NATAL;TV ADOLFO GORDO, 18 CIDADE DA ESPERANCA;Ronaldo Rodrigues da Cruz;93275423.0;COMPARTILHADO;202210;202210NTL GO
